Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
All,NA,2018,mv1_110,68.40055493959883,18.040754467247762,44.214646074576,92.58646380462167,123,Health care or support,Average hours volunteered per activity,BC,NA,*
All,NA,2018,mv1_110,74.59600367821257,17.82174145268513,48.53964093604017,100.65236642038496,234,Health care or support,Average hours volunteered per activity,ON,NA,*
All,NA,2018,mv1_110,68.17696265448326,23.84713103295885,36.311378950549354,100.04254635841717,99,Health care or support,Average hours volunteered per activity,PR,NA,*
All,NA,2018,mv1_110,49.27346189364696,18.771704029757462,31.144836891000953,67.40208689629297,82,Health care or support,Average hours volunteered per activity,QC,NA,*
All,NA,2018,mv1_120,21.384073974028194,31.010560521386594,8.386923248869303,34.38122469918709,120,"Collect, serve or deliver goods",Average hours volunteered per activity,AB,NA,*
All,NA,2018,mv1_120,33.93894093909204,12.617865563852934,25.54565008529459,42.332231792889495,381,"Collect, serve or deliver goods",Average hours volunteered per activity,AT,NA,
All,NA,2018,mv1_120,34.31158367798136,16.342396429362026,23.321408978069332,45.30175837789339,183,"Collect, serve or deliver goods",Average hours volunteered per activity,BC,NA,
All,NA,2018,mv1_120,30.695556702122584,15.416654798791054,21.420560225437644,39.97055317880752,388,"Collect, serve or deliver goods",Average hours volunteered per activity,ON,NA,
All,NA,2018,mv1_120,22.94000651092795,17.882718939172896,14.899652354641916,30.980360667213986,157,"Collect, serve or deliver goods",Average hours volunteered per activity,PR,NA,*
All,NA,2018,mv1_120,42.76480786408456,20.727670463774235,25.391396151342,60.13821957682712,186,"Collect, serve or deliver goods",Average hours volunteered per activity,QC,NA,*
All,NA,2018,mv1_130,49.87728772014507,30.30328147556914,20.2535004893683,79.50107495092183,85,"Maintenance, repair or building",Average hours volunteered per activity,AB,NA,*
All,NA,2018,mv1_130,39.98280018590654,15.797203103210606,27.603345928095255,52.36225444371783,179,"Maintenance, repair or building",Average hours volunteered per activity,AT,NA,
All,NA,2018,mv1_130,72.44262386430897,23.67592800327913,38.826373181346405,106.05887454727153,101,"Maintenance, repair or building",Average hours volunteered per activity,BC,NA,*
All,NA,2018,mv1_130,30.899269844025664,16.905988897160007,20.660756809458803,41.137782878592525,182,"Maintenance, repair or building",Average hours volunteered per activity,ON,NA,*
All,NA,2018,mv1_130,41.2384485312957,47.382606050923435,2.941043114209222,79.53585394838218,130,"Maintenance, repair or building",Average hours volunteered per activity,PR,NA,...
All,NA,2018,mv1_130,28.68918519523739,23.070474800011333,15.716710339927474,41.661660050547304,87,"Maintenance, repair or building",Average hours volunteered per activity,QC,NA,*
All,NA,2018,mv1_140,41.840617978227826,33.31009436774423,14.524307239185092,69.15692871727056,71,Volunteer driving,Average hours volunteered per activity,AB,NA,...
All,NA,2018,mv1_140,55.664289516977014,39.98849439605553,12.036841059874426,99.29173797407961,188,Volunteer driving,Average hours volunteered per activity,AT,NA,...
All,NA,2018,mv1_140,25.58908797177554,18.249158533226378,16.4364614234215,34.741714520129584,134,Volunteer driving,Average hours volunteered per activity,BC,NA,*
All,NA,2018,mv1_140,24.24708630294365,17.040203730975932,16.148999416424473,32.34517318946283,196,Volunteer driving,Average hours volunteered per activity,ON,NA,*
All,NA,2018,mv1_140,23.388468535642545,20.26520482071218,14.098785974651754,32.678151096633336,92,Volunteer driving,Average hours volunteered per activity,PR,NA,*
All,NA,2018,mv1_140,28.295663514903268,28.502122934261738,12.48881896655621,44.102508063250326,104,Volunteer driving,Average hours volunteered per activity,QC,NA,*
All,NA,2018,mv1_150,32.81739531746782,39.99011613381852,7.0953875549643115,58.53940307997133,24,"First aid, firefighting",Average hours volunteered per activity,AB,NA,...
All,NA,2018,mv1_150,79.25315416029336,16.650692660313116,53.38907914671849,105.11722917386824,75,"First aid, firefighting",Average hours volunteered per activity,AT,NA,*
All,NA,2018,mv1_150,59.61897971836507,23.69613001465966,31.92980226579226,87.30815717093787,27,"First aid, firefighting",Average hours volunteered per activity,BC,NA,*
All,NA,2018,mv1_150,34.108042497778456,32.20876864801367,12.576308378703715,55.6397766168532,37,"First aid, firefighting",Average hours volunteered per activity,ON,NA,*
All,NA,2018,mv1_150,47.67370667884902,39.91036129966888,10.381964718223315,84.96544863947473,41,"First aid, firefighting",Average hours volunteered per activity,PR,NA,...
All,NA,2018,mv1_150,42.77256608371379,54.640072127136364,-3.0336756795637143,88.5788078469913,21,"First aid, firefighting",Average hours volunteered per activity,QC,NA,...
All,NA,2018,mv1_160,35.15747151728798,36.63810403842898,9.911114689645125,60.40382834493084,34,Protection of the environment,Average hours volunteered per activity,AB,NA,...
All,NA,2018,mv1_160,35.41238121809761,21.25405868084255,20.660578453535052,50.16418398266016,167,Protection of the environment,Average hours volunteered per activity,AT,NA,*
All,NA,2018,mv1_160,31.413320251713692,23.133712284092635,17.170130411691076,45.65651009173631,102,Protection of the environment,Average hours volunteered per activity,BC,NA,*
All,NA,2018,mv1_160,86.23279179741485,58.717991596801546,-13.00834493483491,185.4739285296646,143,Protection of the environment,Average hours volunteered per activity,ON,NA,...
All,NA,2018,mv1_160,20.14472796661521,23.213773263063757,10.979247497287584,29.310208435942837,57,Protection of the environment,Average hours volunteered per activity,PR,NA,*
All,NA,2018,mv1_160,25.42670190264551,38.34893958011313,6.315346807005675,44.53805699828535,55,Protection of the environment,Average hours volunteered per activity,QC,NA,...
All,NA,2018,mv1_170,70.41140383268362,24.363205151235622,36.78925111836392,104.03355654700331,82,Other,Average hours volunteered per activity,AB,NA,*
All,NA,2018,mv1_170,81.31270142514566,22.907145455711383,44.80559143690973,117.81981141338159,239,Other,Average hours volunteered per activity,AT,NA,*
All,NA,2018,mv1_170,83.0219898380376,19.218593884565024,51.74947272719717,114.29450694887802,135,Other,Average hours volunteered per activity,BC,NA,*
All,NA,2018,mv1_170,81.05280499155921,12.542824629605647,61.127201208496245,100.97840877462218,332,Other,Average hours volunteered per activity,ON,NA,
All,NA,2018,mv1_170,78.99111946770304,29.357234140802564,33.540323182650944,124.44191575275514,139,Other,Average hours volunteered per activity,PR,NA,*
All,NA,2018,mv1_170,68.59332709234756,16.226837580488684,46.77789351790093,90.4087606667942,163,Other,Average hours volunteered per activity,QC,NA,
All,NA,2018,mv1_30,52.26534043897875,46.44987513549244,4.68293146180666,99.84774941615083,32,Canvassing,Average hours volunteered per activity,10,NL,...
All,NA,2018,mv1_30,29.72836526275601,45.67141486496014,3.1172187956234545,56.33951172988857,13,Canvassing,Average hours volunteered per activity,11,PE,...
All,NA,2018,mv1_30,42.76704563742789,33.03365510135632,15.077618474800406,70.45647280005538,28,Canvassing,Average hours volunteered per activity,12,NS,*
All,NA,2018,mv1_30,6.327948046176282,16.39780438826635,4.294202114311643,8.36169397804092,19,Canvassing,Average hours volunteered per activity,13,NB,
All,NA,2018,mv1_30,26.059059703529574,48.731249328417405,1.169662561181248,50.9484568458779,49,Canvassing,Average hours volunteered per activity,24,QC,...
All,NA,2018,mv1_30,27.531816482699202,33.81257476090018,9.286088337153156,45.77754462824525,76,Canvassing,Average hours volunteered per activity,35,ON,...
All,NA,2018,mv1_30,9.203373722705722,49.92866330866114,0.1971011191861347,18.20964632622531,13,Canvassing,Average hours volunteered per activity,46,MB,...
All,NA,2018,mv1_30,8.856613396679371,33.796467060858205,2.99000523750194,14.723221555856803,19,Canvassing,Average hours volunteered per activity,47,SK,...
All,NA,2018,mv1_30,29.4202793548506,40.02499180091193,6.340793230431732,52.49976547926947,26,Canvassing,Average hours volunteered per activity,48,AB,...
All,NA,2018,mv1_30,27.545555126340147,36.184838787745974,8.00997726107854,47.081132991601756,33,Canvassing,Average hours volunteered per activity,59,BC,...
All,NA,2018,mv1_40,28.524477331055195,15.642172307502156,19.779416154440735,37.26953850766965,254,Fundraising,Average hours volunteered per activity,10,NL,
All,NA,2018,mv1_40,26.4093239535382,18.80670554068904,16.674724201571934,36.14392370550446,104,Fundraising,Average hours volunteered per activity,11,PE,*
All,NA,2018,mv1_40,30.039046813937947,16.01588270024066,20.609623821080376,39.46846980679552,203,Fundraising,Average hours volunteered per activity,12,NS,
All,NA,2018,mv1_40,29.5515141238881,22.36223196225948,16.599330979648485,42.503697268127716,164,Fundraising,Average hours volunteered per activity,13,NB,*
All,NA,2018,mv1_40,25.638865513123008,32.27847004714615,9.418529861914124,41.85920116433189,191,Fundraising,Average hours volunteered per activity,24,QC,*
All,NA,2018,mv1_40,24.777271195999326,11.308340082450647,19.285651851258166,30.268890540740486,650,Fundraising,Average hours volunteered per activity,35,ON,
All,NA,2018,mv1_40,23.356081337419365,23.535568979254524,12.58218551124382,34.12997716359491,175,Fundraising,Average hours volunteered per activity,46,MB,*
All,NA,2018,mv1_40,22.107823215330694,16.081830041465043,15.139479854128304,29.076166576533083,146,Fundraising,Average hours volunteered per activity,47,SK,
All,NA,2018,mv1_40,16.2279061081048,12.416676387866204,12.278644169551685,20.17716804665792,231,Fundraising,Average hours volunteered per activity,48,AB,
All,NA,2018,mv1_40,25.567004475534883,15.056690893425973,18.022035242866927,33.11197370820284,318,Fundraising,Average hours volunteered per activity,59,BC,
All,NA,2018,mv1_50,54.620943281209584,17.998792337913407,35.35232145094259,73.88956511147657,159,Sit on committee or board,Average hours volunteered per activity,10,NL,*
All,NA,2018,mv1_50,36.17681022368849,18.110899263447315,23.33523270859701,49.01838773877997,111,Sit on committee or board,Average hours volunteered per activity,11,PE,*
All,NA,2018,mv1_50,40.79293244757596,16.35486403122255,27.716780602496833,53.86908429265508,174,Sit on committee or board,Average hours volunteered per activity,12,NS,
All,NA,2018,mv1_50,33.9907613226406,28.08370734652259,15.281207889370286,52.70031475591092,159,Sit on committee or board,Average hours volunteered per activity,13,NB,*
All,NA,2018,mv1_50,32.96897142114756,10.312392221133834,26.305310167061236,39.63263267523388,278,Sit on committee or board,Average hours volunteered per activity,24,QC,
All,NA,2018,mv1_50,43.918657356434174,12.097115990010373,33.50558249618476,54.33173221668359,598,Sit on committee or board,Average hours volunteered per activity,35,ON,
All,NA,2018,mv1_50,34.387448015052165,12.24112389420876,26.137155792358413,42.637740237745916,160,Sit on committee or board,Average hours volunteered per activity,46,MB,
All,NA,2018,mv1_50,36.90948162182331,19.732055880426877,22.635064826365124,51.1838984172815,177,Sit on committee or board,Average hours volunteered per activity,47,SK,*
All,NA,2018,mv1_50,47.27952134114151,16.764112095555596,31.74486256587999,62.81418011640303,208,Sit on committee or board,Average hours volunteered per activity,48,AB,*
All,NA,2018,mv1_50,51.01759300714622,17.801477136159978,33.217425192428124,68.81776082186431,317,Sit on committee or board,Average hours volunteered per activity,59,BC,*
All,NA,2018,mv1_60,59.45192874075249,26.724819861692513,28.311196083412515,90.59266139809247,96,Teaching or mentoring,Average hours volunteered per activity,10,NL,*
All,NA,2018,mv1_60,46.70433835719291,19.09173162904058,29.22799229603619,64.18068441834963,70,Teaching or mentoring,Average hours volunteered per activity,11,PE,*
All,NA,2018,mv1_60,70.44133271017692,19.658329924688722,43.30055584595712,97.58210957439672,100,Teaching or mentoring,Average hours volunteered per activity,12,NS,*
All,NA,2018,mv1_60,43.81285529046429,15.061634192128794,30.879186247801275,56.74652433312731,95,Teaching or mentoring,Average hours volunteered per activity,13,NB,
All,NA,2018,mv1_60,77.78442523860146,25.856652897137007,38.36474986741986,117.20410060978305,141,Teaching or mentoring,Average hours volunteered per activity,24,QC,*
All,NA,2018,mv1_60,53.60986805242251,10.29960311634567,42.78772377994889,64.43201232489614,480,Teaching or mentoring,Average hours volunteered per activity,35,ON,
All,NA,2018,mv1_60,123.131381050919,47.697358719232206,8.021879882911634,238.24088221892637,117,Teaching or mentoring,Average hours volunteered per activity,46,MB,...
All,NA,2018,mv1_60,89.81113754623664,27.09134163268904,42.12317133007249,137.49910376240078,108,Teaching or mentoring,Average hours volunteered per activity,47,SK,*
All,NA,2018,mv1_60,67.94393137669309,14.240289543889132,48.98047123226328,86.90739152112289,171,Teaching or mentoring,Average hours volunteered per activity,48,AB,
All,NA,2018,mv1_60,70.92457384230873,18.059311257573025,45.820395631303114,96.02875205331435,265,Teaching or mentoring,Average hours volunteered per activity,59,BC,*
All,NA,2018,mv1_70,54.53134539628669,20.31260160011317,32.821343852432605,76.24134694014077,204,Organize activities or events,Average hours volunteered per activity,10,NL,*
All,NA,2018,mv1_70,47.802627593935554,25.23394815379411,24.16058111418873,71.44467407368238,97,Organize activities or events,Average hours volunteered per activity,11,PE,*
All,NA,2018,mv1_70,43.48658942755851,13.72332422963432,31.78990526025904,55.18327359485799,193,Organize activities or events,Average hours volunteered per activity,12,NS,
All,NA,2018,mv1_70,34.66480443230047,14.286941295849731,24.95800389157061,44.37160497303033,161,Organize activities or events,Average hours volunteered per activity,13,NB,
All,NA,2018,mv1_70,48.72441331543442,12.146690467701353,37.12455528091127,60.32427134995757,293,Organize activities or events,Average hours volunteered per activity,24,QC,
All,NA,2018,mv1_70,50.1043572332756,18.78982081647538,31.652239168562346,68.55647529798885,751,Organize activities or events,Average hours volunteered per activity,35,ON,*
All,NA,2018,mv1_70,44.88481047696817,15.814655420841087,30.972245026389807,58.79737592754653,176,Organize activities or events,Average hours volunteered per activity,46,MB,
All,NA,2018,mv1_70,39.52954028841275,16.536086781622323,26.717963098998098,52.341117477827396,169,Organize activities or events,Average hours volunteered per activity,47,SK,*
All,NA,2018,mv1_70,43.06767547805741,15.356619728552321,30.10498494269401,56.03036601342081,253,Organize activities or events,Average hours volunteered per activity,48,AB,
All,NA,2018,mv1_70,48.095405071854074,13.87566309493967,35.01547493409897,61.17533520960918,387,Organize activities or events,Average hours volunteered per activity,59,BC,
All,NA,2018,mv1_80,50.09669233990703,23.569849438857077,26.953996281799647,73.23938839801441,72,Office work,Average hours volunteered per activity,10,NL,*
All,NA,2018,mv1_80,71.57109488775369,33.70090804630085,24.296550187897708,118.84563958760967,47,Office work,Average hours volunteered per activity,11,PE,...
All,NA,2018,mv1_80,64.8686758304126,18.67354725433401,41.12707774033777,88.61027392048743,74,Office work,Average hours volunteered per activity,12,NS,*
All,NA,2018,mv1_80,91.42238325133074,28.624259566566806,40.13212438293927,142.7126421197222,56,Office work,Average hours volunteered per activity,13,NB,*
All,NA,2018,mv1_80,90.13372741391062,22.90955299522053,49.66197237059578,130.60548245722546,145,Office work,Average hours volunteered per activity,24,QC,*
All,NA,2018,mv1_80,56.33477984402771,11.027402731902589,44.158968000536845,68.51059168751857,310,Office work,Average hours volunteered per activity,35,ON,
All,NA,2018,mv1_80,44.59756077842943,31.255342581854013,17.277386809542637,71.91773474731623,66,Office work,Average hours volunteered per activity,46,MB,*
All,NA,2018,mv1_80,28.716715278668897,15.592393379469312,19.940735046980386,37.49269551035741,71,Office work,Average hours volunteered per activity,47,SK,
All,NA,2018,mv1_80,46.11799158825877,28.736645803852756,20.14305165929167,72.09293151722586,104,Office work,Average hours volunteered per activity,48,AB,*
All,NA,2018,mv1_80,45.09898095362483,20.1052607976443,27.32746274934271,62.87049915790695,161,Office work,Average hours volunteered per activity,59,BC,*
All,NA,2018,mv1_90,66.07195427404123,28.616272188090758,29.01426789113846,103.129640656944,51,"Coach, referee or officiate",Average hours volunteered per activity,10,NL,*
All,NA,2018,mv1_90,43.572651369616906,23.706940713314033,23.326727850317134,63.81857488891668,32,"Coach, referee or officiate",Average hours volunteered per activity,11,PE,*
All,NA,2018,mv1_90,79.2197786743353,19.95363947316242,48.23817908385564,110.20137826481496,42,"Coach, referee or officiate",Average hours volunteered per activity,12,NS,*
