Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
All,NA,2018,fv_160,0.07859847003973697,4.7003930576360196,0.0713575065194402,0.08583943356003373,-,Other,Volunteer rate by activity,CA (without QC),NA,
All,NA,2018,fv_020,0.03562246060091225,20.24482030567461,0.021487782184973464,0.04975713901685104,1404,Canvassing,Volunteer rate by activity,AB,NA,*
All,NA,2018,fv_020,0.03344019888988866,9.859515093481814,0.026978116378948924,0.039902281400828396,4033,Canvassing,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_020,0.03048031794768117,18.999087657617654,0.01913020115518015,0.04183043474018219,2157,Canvassing,Volunteer rate by activity,BC,NA,*
All,NA,2018,fv_020,0.027682682806017385,12.135533341236734,0.02109829904255825,0.03426706656947652,4318,Canvassing,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_020,0.031242353439737303,16.18599705976733,0.02133103820387755,0.041153668675597055,2149,Canvassing,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_020,0.03231292337005615,14.12588322141416,0.023366695553581215,0.04125915118653109,2001,Canvassing,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_030,0.22099119841537138,6.420458831297167,0.1931819575525917,0.24880043927815104,1406,Fundraising,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_030,0.23668912012792073,3.756048664186778,0.21926472958278256,0.25411351067305893,4036,Fundraising,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_030,0.18056409465527518,5.595271581566486,0.16076247763079243,0.20036571167975792,2162,Fundraising,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_030,0.1529990286413436,4.218980986151482,0.14034746126348044,0.16565059601920676,4325,Fundraising,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_030,0.22865747200582703,5.3644272500627626,0.20461623285168878,0.2526987111599653,2149,Fundraising,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_030,0.09187597521325781,9.423434869458573,0.07490685656811827,0.10884509385839736,2004,Fundraising,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_040,0.15450156711578422,7.118324640464832,0.13294603389210585,0.1760571003394626,1405,Sit on committee or board,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_040,0.15816273821588062,4.568349227352051,0.14400116303361127,0.17232431339814996,4038,Sit on committee or board,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_040,0.14387990155101082,5.98536755166637,0.12700119946284646,0.16075860363917518,2160,Sit on committee or board,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_040,0.12177160988640823,4.7512003760911155,0.11043201641161357,0.13311120336120288,4325,Sit on committee or board,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_040,0.17649725723994203,5.676651640992664,0.1568601145628178,0.19613439991706627,2150,Sit on committee or board,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_040,0.10540513076436143,8.137863448059043,0.08859309750174499,0.12221716402697788,2006,Sit on committee or board,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_050,0.14789052046854725,7.564258177190434,0.12596475462289336,0.16981628631420115,1403,Teaching or mentoring,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_050,0.10715789982380641,5.8457095206534015,0.09488041190749388,0.11943538774011894,4032,Teaching or mentoring,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_050,0.1453013682240467,6.69638765388688,0.1262310306023547,0.16437170584573874,2161,Teaching or mentoring,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_050,0.1254886831810685,5.2133057140003425,0.11266638576434526,0.13831098059779176,4321,Teaching or mentoring,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_050,0.17619755489601127,6.368136872479386,0.15420577614252184,0.1981893336495007,2147,Teaching or mentoring,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_050,0.07366395286451528,10.095208190498958,0.05908862306461542,0.08823928266441515,2002,Teaching or mentoring,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_060,0.20014132833551196,6.492998087730285,0.17467125802432876,0.22561139864669516,1403,Organize activities or events,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_060,0.20284345401259954,4.445133573650853,0.1851711202983623,0.22051578772683678,4034,Organize activities or events,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_060,0.2003348283539347,5.728028595280561,0.17784377858118397,0.22282587812668544,2162,Organize activities or events,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_060,0.18224032502568877,4.101179166921791,0.16759154980769636,0.19688910024368117,4327,Organize activities or events,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_060,0.22378051652143152,5.176640250018449,0.2010756816474695,0.24648535139539354,2148,Organize activities or events,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_060,0.12736233191696894,7.764246343338932,0.10798078667459252,0.14674387715934537,2007,Organize activities or events,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_070,0.09388527135573213,10.408271230143514,0.07473282926460968,0.11303771344685458,1402,Office work,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_070,0.08180166975881274,6.971150174665958,0.0706249413388227,0.09297839817880278,4034,Office work,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_070,0.09246408657987859,8.422311241213249,0.07720064526446792,0.10772752789528926,2157,Office work,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_070,0.06970641479284884,6.308818691014142,0.06108717657872129,0.07832565300697637,4320,Office work,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_070,0.09547432735247856,8.785740748791216,0.07903390076435791,0.1119147539405992,2147,Office work,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_070,0.05180038522067456,10.949127000194949,0.040684077158969635,0.06291669328237949,2005,Office work,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_080,0.08412483076918821,12.156294172453336,0.0640813337551703,0.10416832778320612,1402,"Coach, referee or officiate",Volunteer rate by activity,AB,NA,
All,NA,2018,fv_080,0.06394378904485765,8.571824035988032,0.053200934256380325,0.07468664383333497,4030,"Coach, referee or officiate",Volunteer rate by activity,AT,NA,
All,NA,2018,fv_080,0.05904309052862136,11.254257330330315,0.04601940161237191,0.0720667794448708,2159,"Coach, referee or officiate",Volunteer rate by activity,BC,NA,
All,NA,2018,fv_080,0.05893125332804607,7.929069493248378,0.04977292955942571,0.06808957709666644,4318,"Coach, referee or officiate",Volunteer rate by activity,ON,NA,
All,NA,2018,fv_080,0.07014741290834653,10.580222582727576,0.055601045459586655,0.08469378035710641,2148,"Coach, referee or officiate",Volunteer rate by activity,PR,NA,
All,NA,2018,fv_080,0.0359605480206116,14.853376648095798,0.025491683333239024,0.046429412707984175,2001,"Coach, referee or officiate",Volunteer rate by activity,QC,NA,
All,NA,2018,fv_090,0.10843292426454659,9.314097929667199,0.08863817244659682,0.12822767608249636,1404,Counsel or provide advice,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_090,0.08523573266421189,6.408792185706143,0.07452927069172793,0.09594219463669584,4029,Counsel or provide advice,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_090,0.09589683205230444,8.603968294404073,0.07972530048422066,0.11206836362038822,2157,Counsel or provide advice,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_090,0.08523689173162376,6.112959361116427,0.07502450614767701,0.0954492773155705,4317,Counsel or provide advice,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_090,0.11486135731992932,8.563983781126556,0.09558176389063801,0.13414095074922064,2148,Counsel or provide advice,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_090,0.11482975305752803,7.688415596194623,0.09752603728264105,0.132133468832415,2003,Counsel or provide advice,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_100,0.07424884580272549,10.00625249228916,0.059687240492639924,0.08881045111281105,1403,Health care or support,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_100,0.09236393654910127,7.421092211547125,0.07892953412694817,0.10579833897125437,4032,Health care or support,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_100,0.09429147882898428,7.8611184578482245,0.07976351068976298,0.10881944696820559,2162,Health care or support,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_100,0.08004220056444435,6.4773880219635025,0.06988048522449994,0.09020391590438875,4318,Health care or support,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_100,0.10735549660532721,8.539240592053162,0.08938783224935523,0.1253231609612992,2151,Health care or support,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_100,0.05523122433978933,11.026194256107958,0.043295235582379354,0.06716721309719931,2001,Health care or support,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_110,0.1183981182988579,8.948470794769689,0.09763265064265149,0.1391635859550643,1405,"Collect, serve or deliver goods",Volunteer rate by activity,AB,NA,
All,NA,2018,fv_110,0.12959946505562217,5.495633769966245,0.1156399901130705,0.14355893999817385,4034,"Collect, serve or deliver goods",Volunteer rate by activity,AT,NA,
All,NA,2018,fv_110,0.10622694403886969,7.825769371688521,0.08993361516200668,0.1225202729157327,2160,"Collect, serve or deliver goods",Volunteer rate by activity,BC,NA,
All,NA,2018,fv_110,0.10898112687468145,5.370097468448954,0.09751064788994415,0.12045160585941875,4317,"Collect, serve or deliver goods",Volunteer rate by activity,ON,NA,
All,NA,2018,fv_110,0.1341814454135404,7.564441235879295,0.1142876608612062,0.1540752299658746,2149,"Collect, serve or deliver goods",Volunteer rate by activity,PR,NA,
All,NA,2018,fv_110,0.08608072260380652,9.68401453400873,0.06974232624284304,0.10241911896476999,2003,"Collect, serve or deliver goods",Volunteer rate by activity,QC,NA,
All,NA,2018,fv_120,0.08354894548077815,10.330422378432125,0.0666325767653898,0.1004653141961665,1403,"Maintenance, repair or building",Volunteer rate by activity,AB,NA,
All,NA,2018,fv_120,0.07329474709383989,7.523890215095625,0.062486297747928424,0.08410319643975135,4030,"Maintenance, repair or building",Volunteer rate by activity,AT,NA,
All,NA,2018,fv_120,0.06288750443628577,9.887815151641073,0.050700056011031294,0.07507495286154024,2161,"Maintenance, repair or building",Volunteer rate by activity,BC,NA,
All,NA,2018,fv_120,0.05400396208904171,8.417535746994384,0.04509435229348964,0.06291357188459377,4318,"Maintenance, repair or building",Volunteer rate by activity,ON,NA,
All,NA,2018,fv_120,0.09785114470496933,8.699629644030084,0.0811665843974324,0.11453570501250626,2148,"Maintenance, repair or building",Volunteer rate by activity,PR,NA,
All,NA,2018,fv_120,0.04779201054585616,12.661505039446222,0.03593190034768501,0.059652120744027315,2001,"Maintenance, repair or building",Volunteer rate by activity,QC,NA,
All,NA,2018,fv_130,0.07417764218673828,10.770153202934065,0.058519400332455423,0.08983588404102114,1403,Volunteer driving,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_130,0.07487802102878117,7.140315047656038,0.06439902144470187,0.08535702061286048,4028,Volunteer driving,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_130,0.09046277446530775,8.86474161571378,0.07474525250284864,0.10618029642776686,2162,Volunteer driving,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_130,0.050581618825299816,7.8942219672860166,0.042755433117098535,0.0584078045335011,4313,Volunteer driving,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_130,0.09477543570165897,9.30657091980822,0.077487880819635,0.11206299058368295,2148,Volunteer driving,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_130,0.0505580985710871,10.630096669858451,0.040024517616669926,0.06109167952550427,1998,Volunteer driving,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_140,0.03017143550370609,19.000197687009905,0.01893568248130116,0.04140718852611102,1402,"First aid, firefighting",Volunteer rate by activity,AB,NA,*
All,NA,2018,fv_140,0.03754863578929907,11.055381359957902,0.02941254132603274,0.04568473025256539,4029,"First aid, firefighting",Volunteer rate by activity,AT,NA,
All,NA,2018,fv_140,0.022360274208499148,17.34729993802287,0.01475776239453589,0.029962786022462405,2157,"First aid, firefighting",Volunteer rate by activity,BC,NA,*
All,NA,2018,fv_140,0.016195294055150144,17.736429743172984,0.01056536228285632,0.021825225827443968,4312,"First aid, firefighting",Volunteer rate by activity,ON,NA,*
All,NA,2018,fv_140,0.04038948365844101,15.258031764815644,0.028310930726114052,0.05246803659076796,2148,"First aid, firefighting",Volunteer rate by activity,PR,NA,
All,NA,2018,fv_140,0.010534083684792363,23.27337444891905,0.005728963969797738,0.015339203399786987,1998,"First aid, firefighting",Volunteer rate by activity,QC,NA,*
All,NA,2018,fv_150,0.04866013656894674,12.19624644245537,0.03702831836690253,0.060291954770990946,1404,Protection of the environment,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_150,0.07183089216027738,7.45243357203101,0.06133891189243347,0.0823228724281213,4028,Protection of the environment,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_150,0.08396733940624104,8.337360989795945,0.07024629754658009,0.097688381265902,2159,Protection of the environment,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_150,0.05050553858660584,8.100210494789097,0.04248721825122874,0.058523858921982946,4313,Protection of the environment,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_150,0.06936066062887739,11.57273461912644,0.053628176360360186,0.08509314489739458,2147,Protection of the environment,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_150,0.03471593793835443,12.11677629595342,0.026471442459173804,0.042960433417535054,2000,Protection of the environment,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_160,0.08156898601430158,10.498137070137345,0.0647853754640861,0.09835259656451707,1412,Other,Volunteer rate by activity,AB,NA,
All,NA,2018,fv_160,0.07098575165747081,6.443498170422381,0.06202094379669899,0.07995055951824265,4046,Other,Volunteer rate by activity,AT,NA,
All,NA,2018,fv_160,0.06662634958115225,9.82890232216,0.053791253343932886,0.07946144581837161,2177,Other,Volunteer rate by activity,BC,NA,
All,NA,2018,fv_160,0.08143731040685212,7.295545652247689,0.06979258391432462,0.09308203689937962,4341,Other,Volunteer rate by activity,ON,NA,
All,NA,2018,fv_160,0.08860464937219255,8.839459104468176,0.0732538748294721,0.103955423914913,2151,Other,Volunteer rate by activity,PR,NA,
All,NA,2018,fv_160,0.06807515045104505,9.321378137700902,0.055638116293618284,0.08051218460847182,2011,Other,Volunteer rate by activity,QC,NA,
All,NA,2018,fv_020,0.04271767099377796,16.658552345964907,0.02877028194142208,0.05666506004613384,1098,Canvassing,Volunteer rate by activity,10,NL,*
All,NA,2018,fv_020,0.03105429041311337,22.583636070192803,0.01730869465138894,0.04479988617483781,737,Canvassing,Volunteer rate by activity,11,PE,*
All,NA,2018,fv_020,0.03652298141572768,16.47820651491589,0.024727266854681285,0.04831869597677407,1094,Canvassing,Volunteer rate by activity,12,NS,
All,NA,2018,fv_020,0.02352327523587936,19.933536952077276,0.014332963420612388,0.03271358705114633,1104,Canvassing,Volunteer rate by activity,13,NB,*
All,NA,2018,fv_020,0.03231292337005615,14.12588322141416,0.023366695553581215,0.04125915118653109,2001,Canvassing,Volunteer rate by activity,24,QC,
All,NA,2018,fv_020,0.027682682806017385,12.135533341236734,0.02109829904255825,0.03426706656947652,4318,Canvassing,Volunteer rate by activity,35,ON,
All,NA,2018,fv_020,0.025628467338866444,25.10776689975473,0.013016616843569508,0.03824031783416338,1146,Canvassing,Volunteer rate by activity,46,MB,*
All,NA,2018,fv_020,0.0377619453363889,20.95320368256547,0.022254049154024867,0.053269841518752935,1003,Canvassing,Volunteer rate by activity,47,SK,*
All,NA,2018,fv_020,0.03562246060091225,20.24482030567461,0.021487782184973464,0.04975713901685104,1404,Canvassing,Volunteer rate by activity,48,AB,*
All,NA,2018,fv_020,0.03048031794768117,18.999087657617654,0.01913020115518015,0.04183043474018219,2157,Canvassing,Volunteer rate by activity,59,BC,*
All,NA,2018,fv_030,0.29057956548174835,5.7882672167369265,0.2576139086590188,0.3235452223044779,1098,Fundraising,Volunteer rate by activity,10,NL,
All,NA,2018,fv_030,0.2296210987879862,8.569760683228363,0.19105296935655147,0.2681892282194209,738,Fundraising,Volunteer rate by activity,11,PE,
All,NA,2018,fv_030,0.24036195440170866,7.069287966710474,0.20705848408265867,0.27366542472075867,1095,Fundraising,Volunteer rate by activity,12,NS,
All,NA,2018,fv_030,0.19588298611586513,7.156770817149649,0.1684064540961074,0.22335951813562285,1105,Fundraising,Volunteer rate by activity,13,NB,
All,NA,2018,fv_030,0.09187597521325781,9.423434869458573,0.07490685656811827,0.10884509385839736,2004,Fundraising,Volunteer rate by activity,24,QC,
All,NA,2018,fv_030,0.1529990286413436,4.218980986151482,0.14034746126348044,0.16565059601920676,4325,Fundraising,Volunteer rate by activity,35,ON,
All,NA,2018,fv_030,0.2085448843636098,7.5701624723029814,0.17760256726135232,0.23948720146586727,1146,Fundraising,Volunteer rate by activity,46,MB,
All,NA,2018,fv_030,0.2520148862919048,7.354606653499363,0.21568753478151453,0.2883422378022951,1003,Fundraising,Volunteer rate by activity,47,SK,
All,NA,2018,fv_030,0.22099119841537138,6.420458831297167,0.1931819575525917,0.24880043927815104,1406,Fundraising,Volunteer rate by activity,48,AB,
All,NA,2018,fv_030,0.18056409465527518,5.595271581566486,0.16076247763079243,0.20036571167975792,2162,Fundraising,Volunteer rate by activity,59,BC,
All,NA,2018,fv_040,0.16316052575174989,8.39719666375896,0.13630723515533819,0.19001381634816158,1099,Sit on committee or board,Volunteer rate by activity,10,NL,
All,NA,2018,fv_040,0.2021287664695775,9.28769707794284,0.16533415181900943,0.23892338112014558,737,Sit on committee or board,Volunteer rate by activity,11,PE,
All,NA,2018,fv_040,0.15986966471972308,8.256367969555972,0.13399926163291276,0.1857400678065334,1097,Sit on committee or board,Volunteer rate by activity,12,NS,
All,NA,2018,fv_040,0.1438038765075563,7.4327247395703635,0.12285471070141649,0.1647530423136961,1105,Sit on committee or board,Volunteer rate by activity,13,NB,
All,NA,2018,fv_040,0.10540513076436143,8.137863448059043,0.08859309750174499,0.12221716402697788,2006,Sit on committee or board,Volunteer rate by activity,24,QC,
All,NA,2018,fv_040,0.12177160988640823,4.7512003760911155,0.11043201641161357,0.13311120336120288,4325,Sit on committee or board,Volunteer rate by activity,35,ON,
All,NA,2018,fv_040,0.1394308964078551,9.174901289645963,0.11435776880005392,0.16450402401565628,1148,Sit on committee or board,Volunteer rate by activity,46,MB,
All,NA,2018,fv_040,0.21960503693611785,7.216486951726413,0.18854398078257692,0.25066609308965876,1002,Sit on committee or board,Volunteer rate by activity,47,SK,
All,NA,2018,fv_040,0.15450156711578422,7.118324640464832,0.13294603389210585,0.1760571003394626,1405,Sit on committee or board,Volunteer rate by activity,48,AB,
All,NA,2018,fv_040,0.14387990155101082,5.98536755166637,0.12700119946284646,0.16075860363917518,2160,Sit on committee or board,Volunteer rate by activity,59,BC,
All,NA,2018,fv_050,0.08977356883578015,11.981417758628291,0.06869190943800975,0.11085522823355055,1098,Teaching or mentoring,Volunteer rate by activity,10,NL,
All,NA,2018,fv_050,0.15766740773702856,11.365138457948232,0.12254657948530079,0.19278823598875633,736,Teaching or mentoring,Volunteer rate by activity,11,PE,
All,NA,2018,fv_050,0.10378563040333956,10.19337408422401,0.08305066661690846,0.12452059418977066,1094,Teaching or mentoring,Volunteer rate by activity,12,NS,
All,NA,2018,fv_050,0.11356409956135911,10.331567632621278,0.09056793669399701,0.1365602624287212,1104,Teaching or mentoring,Volunteer rate by activity,13,NB,
All,NA,2018,fv_050,0.07366395286451528,10.095208190498958,0.05908862306461542,0.08823928266441515,2002,Teaching or mentoring,Volunteer rate by activity,24,QC,
All,NA,2018,fv_050,0.1254886831810685,5.2133057140003425,0.11266638576434526,0.13831098059779176,4321,Teaching or mentoring,Volunteer rate by activity,35,ON,
All,NA,2018,fv_050,0.15427050096810047,10.031441171811041,0.12393897140917208,0.18460203052702884,1146,Teaching or mentoring,Volunteer rate by activity,46,MB,
All,NA,2018,fv_050,0.20168144218074704,8.646834632268915,0.16750151110942768,0.2358613732520664,1001,Teaching or mentoring,Volunteer rate by activity,47,SK,
All,NA,2018,fv_050,0.14789052046854725,7.564258177190434,0.12596475462289336,0.16981628631420115,1403,Teaching or mentoring,Volunteer rate by activity,48,AB,
All,NA,2018,fv_050,0.1453013682240467,6.69638765388688,0.1262310306023547,0.16437170584573874,2161,Teaching or mentoring,Volunteer rate by activity,59,BC,
All,NA,2018,fv_060,0.201045080024451,7.706579611045933,0.1706779877106484,0.23141217233825362,1098,Organize activities or events,Volunteer rate by activity,10,NL,
All,NA,2018,fv_060,0.20458404171154626,9.361354009385638,0.16704713214674174,0.24212095127635078,736,Organize activities or events,Volunteer rate by activity,11,PE,
All,NA,2018,fv_060,0.22821196957369957,7.6365307292110955,0.19405474195120853,0.2623691971961906,1096,Organize activities or events,Volunteer rate by activity,12,NS,
All,NA,2018,fv_060,0.17143658599037748,7.630893113786421,0.14579605758545505,0.1970771143952999,1104,Organize activities or events,Volunteer rate by activity,13,NB,
All,NA,2018,fv_060,0.12736233191696894,7.764246343338932,0.10798078667459252,0.14674387715934537,2007,Organize activities or events,Volunteer rate by activity,24,QC,
All,NA,2018,fv_060,0.18224032502568877,4.101179166921791,0.16759154980769636,0.19688910024368117,4327,Organize activities or events,Volunteer rate by activity,35,ON,
All,NA,2018,fv_060,0.19856427742802354,8.17190401502757,0.1667609567995216,0.23036759805652549,1146,Organize activities or events,Volunteer rate by activity,46,MB,
All,NA,2018,fv_060,0.25307633971348054,6.8680439585413815,0.21900943296241818,0.2871432464645429,1002,Organize activities or events,Volunteer rate by activity,47,SK,
All,NA,2018,fv_060,0.20014132833551196,6.492998087730285,0.17467125802432876,0.22561139864669516,1403,Organize activities or events,Volunteer rate by activity,48,AB,
All,NA,2018,fv_060,0.2003348283539347,5.728028595280561,0.17784377858118397,0.22282587812668544,2162,Organize activities or events,Volunteer rate by activity,59,BC,
All,NA,2018,fv_070,0.08463828013604732,12.35930429698433,0.06413567979931627,0.10514088047277838,1098,Office work,Volunteer rate by activity,10,NL,
All,NA,2018,fv_070,0.1019116115804171,14.73354669764496,0.0724823703898213,0.1313408527710129,736,Office work,Volunteer rate by activity,11,PE,
All,NA,2018,fv_070,0.0865151698963074,12.825313374801237,0.0647677198724996,0.10826261992011521,1095,Office work,Volunteer rate by activity,12,NS,
All,NA,2018,fv_070,0.0698499368278895,11.244119168039402,0.054456359827649806,0.08524351382812918,1105,Office work,Volunteer rate by activity,13,NB,
All,NA,2018,fv_070,0.05180038522067456,10.949127000194949,0.040684077158969635,0.06291669328237949,2005,Office work,Volunteer rate by activity,24,QC,
All,NA,2018,fv_070,0.06970641479284884,6.308818691014142,0.06108717657872129,0.07832565300697637,4320,Office work,Volunteer rate by activity,35,ON,
All,NA,2018,fv_070,0.0878007989283265,12.841058339744471,0.06570308343272538,0.10989851442392762,1146,Office work,Volunteer rate by activity,46,MB,
All,NA,2018,fv_070,0.10441123788381143,12.760241448560436,0.0782983906576501,0.13052408510997277,1001,Office work,Volunteer rate by activity,47,SK,
All,NA,2018,fv_070,0.09388527135573213,10.408271230143514,0.07473282926460968,0.11303771344685458,1402,Office work,Volunteer rate by activity,48,AB,
All,NA,2018,fv_070,0.09246408657987859,8.422311241213249,0.07720064526446792,0.10772752789528926,2157,Office work,Volunteer rate by activity,59,BC,
